Price,Close
Ticker,SBUX
2020-10-21,79.06696319580078
2020-10-22,80.04334259033203
2020-10-23,81.33319854736328
2020-10-24,81.33319854736328
2020-10-25,81.33319854736328
2020-10-26,80.31204986572266
2020-10-27,80.66138458251953
2020-10-28,78.0816421508789
2020-10-29,79.0938491821289
2020-10-30,77.8935546875
2020-10-31,77.8935546875
2020-11-01,77.8935546875
2020-11-02,77.00677490234375
2020-11-03,79.17446899414062
2020-11-04,80.42849731445312
2020-11-05,81.17196655273438
2020-11-06,81.19884490966797
2020-11-07,81.19884490966797
2020-11-08,81.19884490966797
2020-11-09,85.88355255126953
2020-11-10,84.52461242675781
2020-11-11,85.53258514404297
2020-11-12,84.17361450195312
2020-11-13,86.00054931640625
2020-11-14,86.00054931640625
2020-11-15,86.00054931640625
2020-11-16,87.99845886230469
2020-11-17,88.7364501953125
2020-11-18,88.1154556274414
2020-11-19,87.98046112060547
2020-11-20,87.30549621582031
2020-11-21,87.30549621582031
2020-11-22,87.30549621582031
2020-11-23,87.18850708007812
2020-11-24,88.4664535522461
2020-11-25,88.37645721435547
2020-11-26,88.37645721435547
2020-11-27,88.79044342041016
2020-11-28,88.79044342041016
2020-11-29,88.79044342041016
2020-11-30,88.21446228027344
2020-12-01,88.93444061279297
2020-12-02,89.01544952392578
2020-12-03,90.09539031982422
2020-12-04,92.04829406738281
2020-12-05,92.04829406738281
2020-12-06,92.04829406738281
2020-12-07,91.26531982421875
2020-12-08,91.08534240722656
2020-12-09,90.35636901855469
2020-12-10,94.8471908569336
2020-12-11,92.69628143310547
2020-12-12,92.69628143310547
2020-12-13,92.69628143310547
2020-12-14,92.9842758178711
2020-12-15,93.75821685791016
2020-12-16,92.93927001953125
2020-12-17,92.88526153564453
2020-12-18,92.94825744628906
2020-12-19,92.94825744628906
2020-12-20,92.94825744628906
2020-12-21,92.64228057861328
2020-12-22,92.1653060913086
2020-12-23,91.85031127929688
2020-12-24,91.80530548095703
2020-12-25,91.80530548095703
2020-12-26,91.80530548095703
2020-12-27,91.80530548095703
2020-12-28,93.9022216796875
2020-12-29,95.06319427490234
2020-12-30,95.36920166015625
2020-12-31,96.27812957763672
2021-01-01,96.27812957763672
2021-01-02,96.27812957763672
2021-01-03,96.27812957763672
2021-01-04,92.7862777709961
2021-01-05,93.09226989746094
2021-01-06,93.7672348022461
2021-01-07,93.01126098632812
2021-01-08,95.09917449951172
2021-01-09,95.09917449951172
2021-01-10,95.09917449951172
2021-01-11,94.13624572753906
2021-01-12,92.5342788696289
2021-01-13,92.59727478027344
2021-01-14,91.63431549072266
2021-01-15,92.09330749511719
2021-01-16,92.09330749511719
2021-01-17,92.09330749511719
2021-01-18,92.09330749511719
2021-01-19,92.28229522705078
2021-01-20,94.91019439697266
2021-01-21,94.11819458007812
2021-01-22,93.5152587890625
2021-01-23,93.5152587890625
2021-01-24,93.5152587890625
2021-01-25,93.10126495361328
2021-01-26,94.21721649169922
2021-01-27,88.07947540283203
2021-01-28,88.33146667480469
2021-01-29,87.12550354003906
2021-01-30,87.12550354003906
2021-01-31,87.12550354003906
2021-02-01,88.71844482421875
2021-02-02,91.48133850097656
2021-02-03,90.91434478759766
2021-02-04,93.2722396850586
2021-02-05,95.82815551757812
2021-02-06,95.82815551757812
2021-02-07,95.82815551757812
2021-02-08,95.63017272949219
2021-02-09,95.59416961669922
2021-02-10,95.2791748046875
2021-02-11,95.27017211914062
2021-02-12,94.76620483398438
2021-02-13,94.76620483398438
2021-02-14,94.76620483398438
2021-02-15,94.76620483398438
2021-02-16,95.53115844726562
2021-02-17,94.39239501953125
2021-02-18,94.87139129638672
2021-02-19,93.42533874511719
